1,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/0/0_2185.jpg,0,[0, 8],[1.0000, 0.0000]
5635,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_262.jpg,5,[5, 3],[1.0000, 0.0000]
5636,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2716.jpg,5,[5, 3],[0.9965, 0.0035]
5637,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6532.jpg,5,[3, 5],[0.5352, 0.3866]
5638,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5853.jpg,5,[5, 3],[1.0000, 0.0000]
5639,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5179.jpg,5,[5, 3],[1.0000, 0.0000]
5640,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1025.jpg,5,[5, 3],[1.0000, 0.0000]
5641,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1527.jpg,5,[3, 2],[0.9871, 0.0084]
5642,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_474.jpg,5,[5, 2],[0.9999, 0.0001]
5643,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1138.jpg,5,[5, 9],[0.9291, 0.0323]
5644,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9477.jpg,5,[5, 4],[1.0000, 0.0000]
5645,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1977.jpg,5,[5, 9],[1.0000, 0.0000]
5646,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6979.jpg,5,[4, 3],[0.9992, 0.0003]
5647,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2618.jpg,5,[5, 4],[1.0000, 0.0000]
5648,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2768.jpg,5,[5, 2],[1.0000, 0.0000]
5649,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3306.jpg,5,[3, 4],[0.9987, 0.0009]
5650,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_33.jpg,5,[5, 2],[0.9999, 0.0001]
5651,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7795.jpg,5,[5, 3],[1.0000, 0.0000]
5652,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2161.jpg,5,[3, 5],[0.6184, 0.3710]
5653,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9737.jpg,5,[5, 3],[1.0000, 0.0000]
5654,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3291.jpg,5,[5, 3],[1.0000, 0.0000]
5655,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3432.jpg,5,[5, 3],[1.0000, 0.0000]
5656,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_484.jpg,5,[5, 7],[1.0000, 0.0000]
5657,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1988.jpg,5,[5, 3],[1.0000, 0.0000]
5658,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8869.jpg,5,[5, 6],[0.9935, 0.0065]
5659,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6031.jpg,5,[5, 3],[0.9929, 0.0071]
5660,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9605.jpg,5,[5, 3],[1.0000, 0.0000]
5661,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7662.jpg,5,[5, 3],[1.0000, 0.0000]
5662,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6268.jpg,5,[5, 3],[0.9998, 0.0002]
5663,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6591.jpg,5,[5, 2],[0.9998, 0.0002]
5664,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1901.jpg,5,[5, 3],[1.0000, 0.0000]
5665,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_4017.jpg,5,[5, 3],[0.9938, 0.0062]
5666,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2969.jpg,5,[5, 4],[0.9999, 0.0001]
5667,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8618.jpg,5,[5, 4],[0.9822, 0.0146]
5668,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6178.jpg,5,[7, 4],[0.9886, 0.0045]
5669,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6389.jpg,5,[5, 2],[0.9997, 0.0003]
5670,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1055.jpg,5,[5, 2],[1.0000, 0.0000]
5671,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6169.jpg,5,[5, 4],[0.9851, 0.0141]
5672,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9596.jpg,5,[5, 3],[1.0000, 0.0000]
5673,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9443.jpg,5,[5, 2],[0.9987, 0.0008]
5674,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9360.jpg,5,[3, 0],[0.9941, 0.0053]
5675,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9637.jpg,5,[5, 4],[0.9009, 0.0914]
5676,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7557.jpg,5,[4, 5],[0.8099, 0.1900]
5677,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_4777.jpg,5,[5, 3],[1.0000, 0.0000]
5678,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_12.jpg,5,[5, 4],[1.0000, 0.0000]
5679,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6037.jpg,5,[5, 4],[1.0000, 0.0000]
5680,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9654.jpg,5,[5, 3],[0.7908, 0.1986]
5681,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6927.jpg,5,[5, 8],[1.0000, 0.0000]
5682,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1976.jpg,5,[5, 3],[1.0000, 0.0000]
5683,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3271.jpg,5,[5, 4],[1.0000, 0.0000]
5684,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9575.jpg,5,[5, 3],[0.9955, 0.0045]
5685,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5930.jpg,5,[5, 3],[0.9724, 0.0183]
5686,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9586.jpg,5,[5, 2],[0.9996, 0.0004]
5687,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2219.jpg,5,[5, 6],[1.0000, 0.0000]
5688,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9759.jpg,5,[5, 6],[1.0000, 0.0000]
5689,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1698.jpg,5,[5, 4],[1.0000, 0.0000]
5690,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_4052.jpg,5,[5, 3],[1.0000, 0.0000]
5691,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8589.jpg,5,[3, 5],[0.9990, 0.0010]
5692,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6018.jpg,5,[5, 3],[1.0000, 0.0000]
5693,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3868.jpg,5,[5, 3],[1.0000, 0.0000]
5694,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5834.jpg,5,[5, 7],[1.0000, 0.0000]
5695,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_437.jpg,5,[5, 2],[1.0000, 0.0000]
5696,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1506.jpg,5,[7, 5],[1.0000, 0.0000]
5697,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3026.jpg,5,[5, 7],[1.0000, 0.0000]
5698,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6527.jpg,5,[5, 7],[1.0000, 0.0000]
5699,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8424.jpg,5,[5, 3],[1.0000, 0.0000]
5700,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5713.jpg,5,[5, 7],[0.9999, 0.0001]
5701,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7798.jpg,5,[5, 9],[0.9965, 0.0030]
5702,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5615.jpg,5,[5, 3],[0.9997, 0.0003]
5703,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8444.jpg,5,[5, 7],[0.9991, 0.0008]
5704,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8432.jpg,5,[5, 4],[0.9995, 0.0003]
5705,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2536.jpg,5,[5, 3],[1.0000, 0.0000]
5706,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_4225.jpg,5,[5, 3],[1.0000, 0.0000]
5707,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3622.jpg,5,[3, 5],[0.9953, 0.0039]
5708,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1453.jpg,5,[5, 2],[1.0000, 0.0000]
5709,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_4632.jpg,5,[4, 3],[0.9712, 0.0242]
5710,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9649.jpg,5,[5, 3],[1.0000, 0.0000]
5711,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1228.jpg,5,[5, 6],[0.9999, 0.0000]
5712,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3748.jpg,5,[5, 2],[1.0000, 0.0000]
5713,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5469.jpg,5,[5, 3],[1.0000, 0.0000]
5714,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6332.jpg,5,[5, 4],[1.0000, 0.0000]
5715,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9551.jpg,5,[5, 4],[0.9975, 0.0014]
5716,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6120.jpg,5,[5, 1],[1.0000, 0.0000]
5717,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1120.jpg,5,[5, 2],[0.9967, 0.0031]
5718,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_4109.jpg,5,[5, 3],[1.0000, 0.0000]
5719,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1675.jpg,5,[5, 3],[0.9995, 0.0005]
5720,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6378.jpg,5,[5, 9],[1.0000, 0.0000]
5721,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8110.jpg,5,[5, 6],[0.9997, 0.0003]
5722,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1214.jpg,5,[5, 1],[1.0000, 0.0000]
5723,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_601.jpg,5,[3, 5],[0.9999, 0.0001]
5724,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8794.jpg,5,[5, 3],[0.9935, 0.0065]
5725,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8962.jpg,5,[5, 2],[0.7645, 0.2238]
5726,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6671.jpg,5,[5, 3],[0.9909, 0.0054]
5727,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3798.jpg,5,[5, 3],[1.0000, 0.0000]
5728,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8242.jpg,5,[5, 6],[0.9977, 0.0018]
5729,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_817.jpg,5,[5, 4],[0.9997, 0.0002]
5730,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6127.jpg,5,[2, 5],[0.9673, 0.0306]
5731,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1042.jpg,5,[5, 2],[0.9406, 0.0377]
5732,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5101.jpg,5,[5, 3],[0.9682, 0.0315]
5733,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7959.jpg,5,[5, 0],[0.6010, 0.2215]
5734,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8992.jpg,5,[5, 3],[1.0000, 0.0000]
5735,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5969.jpg,5,[5, 1],[1.0000, 0.0000]
5736,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2372.jpg,5,[5, 3],[0.9918, 0.0082]
5737,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7619.jpg,5,[5, 3],[0.9735, 0.0255]
5738,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5134.jpg,5,[6, 4],[0.9448, 0.0271]
5739,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9260.jpg,5,[5, 3],[0.8321, 0.1482]
5740,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2755.jpg,5,[5, 3],[1.0000, 0.0000]
5741,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3796.jpg,5,[5, 2],[1.0000, 0.0000]
5742,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7292.jpg,5,[5, 4],[1.0000, 0.0000]
5743,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9304.jpg,5,[5, 2],[0.9904, 0.0094]
5744,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_250.jpg,5,[5, 9],[1.0000, 0.0000]
5745,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7203.jpg,5,[5, 7],[0.9649, 0.0330]
5746,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5081.jpg,5,[5, 3],[1.0000, 0.0000]
5747,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2277.jpg,5,[5, 3],[0.9997, 0.0002]
5748,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6537.jpg,5,[5, 8],[1.0000, 0.0000]
5749,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_4624.jpg,5,[3, 4],[0.8004, 0.1249]
5750,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2651.jpg,5,[5, 0],[0.9934, 0.0065]
5751,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5044.jpg,5,[5, 4],[1.0000, 0.0000]
5752,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2989.jpg,5,[5, 6],[0.5873, 0.3049]
5753,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8301.jpg,5,[5, 4],[1.0000, 0.0000]
5754,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6183.jpg,5,[5, 3],[1.0000, 0.0000]
5755,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2936.jpg,5,[5, 3],[1.0000, 0.0000]
5756,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1818.jpg,5,[5, 3],[1.0000, 0.0000]
5757,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8451.jpg,5,[7, 5],[0.9785, 0.0215]
5758,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_321.jpg,5,[5, 4],[1.0000, 0.0000]
5759,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_910.jpg,5,[3, 5],[0.8720, 0.1261]
5760,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8873.jpg,5,[5, 4],[1.0000, 0.0000]
5761,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3424.jpg,5,[5, 2],[1.0000, 0.0000]
5762,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9261.jpg,5,[5, 4],[1.0000, 0.0000]
5763,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_457.jpg,5,[5, 4],[0.9997, 0.0002]
5764,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6224.jpg,5,[5, 3],[1.0000, 0.0000]
5765,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3909.jpg,5,[2, 5],[0.9996, 0.0003]
5766,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7981.jpg,5,[5, 3],[0.9812, 0.0145]
5767,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_4935.jpg,5,[5, 3],[0.9999, 0.0001]
5768,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5979.jpg,5,[5, 3],[0.9866, 0.0134]
5769,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6571.jpg,5,[5, 3],[1.0000, 0.0000]
5770,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5823.jpg,5,[5, 7],[1.0000, 0.0000]
5771,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2609.jpg,5,[5, 7],[0.9996, 0.0003]
5772,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1759.jpg,5,[5, 3],[0.9862, 0.0138]
5773,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9269.jpg,5,[6, 5],[0.9885, 0.0114]
5774,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2115.jpg,5,[5, 3],[1.0000, 0.0000]
5775,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7528.jpg,5,[5, 4],[1.0000, 0.0000]
5776,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5130.jpg,5,[5, 3],[0.9969, 0.0031]
5777,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6890.jpg,5,[5, 6],[1.0000, 0.0000]
5778,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_525.jpg,5,[5, 6],[0.9988, 0.0012]
5779,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_4805.jpg,5,[5, 3],[1.0000, 0.0000]
5780,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7712.jpg,5,[5, 3],[1.0000, 0.0000]
5781,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5298.jpg,5,[5, 6],[0.9973, 0.0024]
5782,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7926.jpg,5,[5, 7],[1.0000, 0.0000]
5783,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1389.jpg,5,[5, 4],[0.9663, 0.0337]
5784,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7794.jpg,5,[5, 3],[1.0000, 0.0000]
5785,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6206.jpg,5,[5, 3],[1.0000, 0.0000]
5786,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6944.jpg,5,[5, 6],[0.9995, 0.0005]
5787,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6287.jpg,5,[5, 3],[1.0000, 0.0000]
5788,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1774.jpg,5,[5, 2],[1.0000, 0.0000]
5789,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1244.jpg,5,[5, 4],[0.9994, 0.0005]
5790,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7244.jpg,5,[5, 3],[0.9931, 0.0069]
5791,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1657.jpg,5,[5, 4],[1.0000, 0.0000]
5792,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6723.jpg,5,[5, 7],[1.0000, 0.0000]
5793,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3251.jpg,5,[5, 4],[1.0000, 0.0000]
5794,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3192.jpg,5,[4, 0],[0.7586, 0.1510]
5795,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6216.jpg,5,[5, 3],[0.9999, 0.0001]
5796,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6554.jpg,5,[5, 4],[1.0000, 0.0000]
5797,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9838.jpg,5,[5, 6],[1.0000, 0.0000]
5798,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1252.jpg,5,[5, 3],[1.0000, 0.0000]
5799,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_729.jpg,5,[5, 3],[1.0000, 0.0000]
5800,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_6065.jpg,5,[5, 4],[0.9950, 0.0019]
5801,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_4555.jpg,5,[5, 3],[0.9895, 0.0099]
5802,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_4501.jpg,5,[5, 7],[0.9994, 0.0005]
5803,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_649.jpg,5,[5, 7],[1.0000, 0.0000]
5804,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3719.jpg,5,[5, 3],[1.0000, 0.0000]
5805,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_4394.jpg,5,[5, 3],[1.0000, 0.0000]
5806,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2061.jpg,5,[5, 6],[0.7616, 0.1512]
5807,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3458.jpg,5,[5, 6],[1.0000, 0.0000]
5808,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_4942.jpg,5,[0, 3],[0.9929, 0.0057]
5809,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9815.jpg,5,[5, 2],[0.5500, 0.4500]
5810,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8316.jpg,5,[5, 6],[0.9479, 0.0300]
5811,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5047.jpg,5,[5, 4],[1.0000, 0.0000]
5812,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8844.jpg,5,[5, 7],[1.0000, 0.0000]
5813,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9756.jpg,5,[5, 4],[0.9995, 0.0004]
5814,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5062.jpg,5,[5, 3],[1.0000, 0.0000]
5815,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5178.jpg,5,[5, 2],[1.0000, 0.0000]
5816,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5647.jpg,5,[5, 0],[1.0000, 0.0000]
5817,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9414.jpg,5,[5, 3],[0.6501, 0.3499]
5818,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7820.jpg,5,[5, 3],[1.0000, 0.0000]
5819,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8111.jpg,5,[5, 3],[0.9999, 0.0001]
5820,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7493.jpg,5,[5, 3],[0.9756, 0.0244]
5821,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7393.jpg,5,[5, 4],[0.9909, 0.0091]
5822,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_4089.jpg,5,[5, 8],[1.0000, 0.0000]
5823,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_85.jpg,5,[5, 7],[1.0000, 0.0000]
5824,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5528.jpg,5,[5, 4],[1.0000, 0.0000]
5825,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9364.jpg,5,[5, 4],[1.0000, 0.0000]
5826,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_3379.jpg,5,[5, 3],[1.0000, 0.0000]
5827,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8266.jpg,5,[3, 5],[0.9835, 0.0133]
5828,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2342.jpg,5,[5, 2],[1.0000, 0.0000]
5829,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_544.jpg,5,[5, 1],[1.0000, 0.0000]
5830,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_2292.jpg,5,[5, 3],[1.0000, 0.0000]
5831,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_9844.jpg,5,[5, 3],[1.0000, 0.0000]
5832,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_810.jpg,5,[2, 5],[0.8089, 0.1397]
5833,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8025.jpg,5,[5, 6],[0.9999, 0.0001]
5834,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_8997.jpg,5,[5, 2],[0.9996, 0.0004]
5835,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_446.jpg,5,[5, 4],[1.0000, 0.0000]
5836,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_502.jpg,5,[5, 3],[1.0000, 0.0000]
5837,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5186.jpg,5,[5, 4],[1.0000, 0.0000]
5838,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5810.jpg,5,[5, 7],[1.0000, 0.0000]
5839,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_1290.jpg,5,[5, 7],[1.0000, 0.0000]
5840,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5915.jpg,5,[5, 3],[0.5477, 0.4522]
5841,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_5603.jpg,5,[5, 3],[0.5937, 0.4062]
5842,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/5/5_7287.jpg,5,[5, 3],[1.0000, 0.0000]
